Order_ID,Customer_ID,Order_Date,Category,Product_Name,Quantity,Price,Total_Amount,Discount_Percent,Final_Amount,Payment_Method,Order_Status,Rating
ORD000061,CUST00796,2023-06-09,Books,Magazine,1,975.09,975.09,0.0,975.09,COD,Delivered,1.0
ORD000062,CUST00279,2024-09-13,Home,Rug,4,20196.22,80784.88,0.0,80784.88,UPI,Delivered,5.0
ORD000063,CUST00117,2024-11-25,Home,Table,3,13467.5,40402.5,5.0,38382.38,Net Banking,Delivered,3.0
ORD000064,CUST00047,2023-02-26,Clothing,Dress,5,2278.69,11393.45,15.0,9684.43,UPI,Delivered,2.0
ORD000065,CUST00783,2023-01-08,Clothing,Jacket,1,1802.51,1802.51,0.0,1802.51,Net Banking,Delivered,4.0
ORD000066,CUST00546,2024-11-15,Sports,Yoga Mat,5,3836.61,19183.05,0.0,19183.05,Credit Card,Shipped,
ORD000067,CUST00760,2023-03-21,Electronics,Smartphone,4,22262.0,89048.0,0.0,89048.0,COD,Processing,
ORD000068,CUST00415,2023-04-28,Sports,Yoga Mat,3,9782.05,29346.15,0.0,29346.15,UPI,Delivered,5.0
ORD000069,CUST00472,2024-03-23,Sports,Yoga Mat,1,13836.66,13836.66,0.0,13836.66,Debit Card,Shipped,
ORD000070,CUST00411,2023-12-14,Books,Non-Fiction,3,302.24,906.72,0.0,906.72,Debit Card,Delivered,1.0
ORD000071,CUST00544,2023-12-26,Books,Non-Fiction,3,452.07,1356.21,0.0,1356.21,Debit Card,Shipped,
ORD000072,CUST00150,2023-06-06,Clothing,Jacket,5,1387.72,6938.6,0.0,6938.6,Credit Card,Shipped,
ORD000073,CUST00792,2024-08-16,Sports,Cricket Bat,5,7664.7,38323.5,5.0,36407.32,COD,Delivered,5.0
ORD000074,CUST00331,2023-03-11,Sports,Cricket Bat,4,5084.01,20336.04,10.0,18302.44,UPI,Delivered,5.0
ORD000075,CUST00058,2024-04-17,Home,Table,3,15712.77,47138.31,0.0,47138.31,Credit Card,Delivered,3.0
ORD000076,CUST00079,2024-09-21,Sports,Cricket Bat,1,13031.63,13031.63,,13031.63,Net Banking,Delivered,5.0
ORD000077,CUST00978,2024-08-08,Sports,Dumbbells,4,13490.21,53960.84,5.0,51262.8,UPI,Delivered,5.0
ORD000078,CUST00155,2023-03-28,Electronics,Smartphone,3,22965.74,68897.22,0.0,68897.22,Debit Card,Delivered,4.0
ORD000079,CUST00450,2024-01-08,Books,Non-Fiction,2,879.57,1759.14,0.0,1759.14,UPI,Delivered,3.0
ORD000080,CUST00696,2023-03-09,Books,Textbook,3,268.08,804.24,5.0,764.03,COD,Delivered,3.0
ORD000081,CUST00259,2023-06-03,Sports,Dumbbells,5,12847.71,64238.55,5.0,61026.62,COD,Delivered,3.0
ORD000082,CUST00318,2023-05-13,Sports,Cricket Bat,4,10627.96,42511.84,0.0,42511.84,Credit Card,Delivered,4.0
ORD000083,CUST00659,2023-04-06,Home,Sofa,5,24582.36,122911.8,5.0,116766.21,Net Banking,Delivered,1.0
ORD000084,CUST00372,2023-12-16,Clothing,Shoes,2,1311.18,2622.36,0.0,2622.36,Net Banking,Cancelled,
ORD000085,CUST00141,2024-06-03,Electronics,Smartwatch,1,4596.52,4596.52,0.0,4596.52,COD,Shipped,
ORD000086,CUST00345,2024-01-21,Sports,Bicycle,5,9461.46,47307.3,10.0,42576.57,Debit Card,Delivered,5.0
ORD000087,CUST00829,2024-02-25,Clothing,Shirt,1,3745.32,3745.32,20.0,2996.26,Debit Card,Delivered,5.0
ORD000088,CUST00292,2023-08-28,Sports,Bicycle,4,11353.78,45415.12,20.0,36332.1,UPI,Delivered,4.0
ORD000089,CUST00926,2024-03-27,Clothing,Jeans,5,2155.28,10776.4,10.0,9698.76,UPI,Delivered,5.0
ORD000090,CUST00541,2024-09-11,Home,Lamp,2,29021.78,58043.56,0.0,58043.56,UPI,Delivered,4.0
ORD000091,CUST00896,2024-12-29,Home,Table,1,17081.68,17081.68,0.0,17081.68,Credit Card,Shipped,
ORD000092,CUST00782,2023-05-31,Clothing,Shirt,5,1727.56,8637.8,15.0,7342.13,Credit Card,Shipped,
ORD000093,CUST00228,2024-02-29,Home,Rug,1,26654.26,26654.26,0.0,26654.26,COD,Delivered,4.0
ORD000094,CUST00084,2023-04-12,Home,Table,3,7511.62,22534.86,10.0,20281.37,UPI,Shipped,
ORD000095,CUST00141,2024-12-13,Electronics,Smartphone,4,14914.47,59657.88,0.0,59657.88,Net Banking,Shipped,
ORD000096,CUST00006,2023-06-03,Electronics,Tablet,2,1734.99,3469.98,5.0,3296.48,COD,Delivered,1.0
ORD000097,CUST00795,2023-02-18,Clothing,Shoes,1,1569.38,1569.38,0.0,1569.38,COD,Delivered,1.0
ORD000098,CUST00857,2024-10-09,Books,Fiction,1,975.76,975.76,10.0,878.18,Debit Card,Delivered,3.0
ORD000099,CUST00440,2024-08-07,Electronics,Laptop,2,31048.63,62097.26,5.0,58992.4,Credit Card,Delivered,3.0
ORD000100,CUST00070,2024-07-21,Books,Non-Fiction,5,907.31,4536.55,0.0,4536.55,Net Banking,Delivered,4.0
ORD000101,CUST00383,2023-03-11,Clothing,Jacket,3,3862.92,11588.76,10.0,10429.88,Credit Card,Delivered,3.0
ORD000102,CUST00137,2024-10-20,Electronics,Smartphone,3,18133.11,54399.33,20.0,43519.46,Net Banking,Delivered,4.0
ORD000103,CUST00647,2024-04-13,Clothing,Shirt,1,4151.74,4151.74,0.0,4151.74,Debit Card,Delivered,2.0
ORD000104,CUST00908,2024-06-11,Electronics,Smartphone,3,16327.31,48981.93,0.0,48981.93,COD,Delivered,1.0
ORD000105,CUST00772,2023-02-18,Sports,Cricket Bat,3,3271.0,9813.0,0.0,9813.0,UPI,Processing,
ORD000106,CUST00819,2024-03-26,Home,Table,4,13671.59,54686.36,0.0,54686.36,Net Banking,Processing,
ORD000107,CUST00192,2024-06-15,Books,Fiction,3,1099.69,3299.07,10.0,2969.16,Credit Card,Delivered,1.0
ORD000108,CUST00441,2024-07-12,Books,Textbook,2,1493.63,2987.26,0.0,2987.26,Credit Card,Delivered,3.0
ORD000109,CUST00314,2023-06-20,Home,Rug,4,18476.03,73904.12,0.0,73904.12,UPI,Delivered,3.0
ORD000110,CUST00630,2023-03-18,Home,Lamp,1,8962.11,8962.11,0.0,8962.11,Net Banking,Delivered,2.0
ORD000111,CUST00976,2024-11-25,Electronics,Laptop,5,7824.75,39123.75,0.0,39123.75,Credit Card,Shipped,
ORD000112,CUST00242,2024-01-28,Sports,Bicycle,3,9854.86,29564.58,5.0,28086.35,Credit Card,Cancelled,
ORD000113,CUST00696,2024-03-30,Home,Rug,3,28515.88,85547.64,0.0,85547.64,COD,Shipped,
ORD000114,CUST00376,2023-09-13,Home,Chair,3,10117.18,30351.54,10.0,27316.39,Credit Card,Returned,
ORD000115,CUST00512,2023-05-01,Books,Non-Fiction,5,703.08,3515.4,10.0,3163.86,UPI,Delivered,2.0
ORD000116,CUST00627,2023-07-24,Clothing,Shoes,4,3622.91,14491.64,0.0,14491.64,Credit Card,Delivered,4.0
ORD000117,CUST00090,2024-11-14,Sports,Football,3,14529.64,43588.92,5.0,41409.47,Credit Card,Delivered,3.0
ORD000118,CUST00913,2024-01-06,Clothing,Shoes,2,4331.13,8662.26,20.0,6929.81,Credit Card,Delivered,2.0
ORD000119,CUST00243,2024-08-09,Books,Fiction,5,234.17,1170.85,0.0,1170.85,COD,Delivered,1.0
ORD000120,CUST00068,2024-06-22,Clothing,Shoes,4,2291.72,9166.88,10.0,8250.19,Net Banking,Delivered,1.0
ORD000121,CUST00129,2024-04-22,Home,Sofa,4,19627.82,78511.28,0.0,78511.28,UPI,Delivered,5.0
ORD000122,CUST00656,2024-03-19,Books,Magazine,2,436.55,873.1,10.0,785.79,Credit Card,Delivered,5.0
ORD000123,CUST00157,2024-12-27,Clothing,Shoes,3,1240.96,3722.88,15.0,3164.45,COD,Delivered,1.0
ORD000124,CUST00257,2023-10-09,Clothing,Jeans,5,3357.76,16788.8,5.0,15949.36,UPI,Delivered,1.0
ORD000125,CUST00515,2023-06-07,Sports,Cricket Bat,5,2945.22,14726.1,10.0,13253.49,COD,Delivered,5.0
ORD000126,CUST00346,2023-03-25,Books,Magazine,1,253.55,253.55,0.0,253.55,COD,Delivered,2.0
ORD000127,CUST00786,2024-05-24,Books,Magazine,1,741.56,741.56,0.0,741.56,COD,Processing,
ORD000128,CUST00980,2023-11-01,Clothing,Shoes,4,2673.25,10693.0,0.0,10693.0,Credit Card,Delivered,4.0
ORD000129,CUST00496,2023-05-28,Home,Rug,5,6916.67,34583.35,10.0,31125.01,UPI,Delivered,3.0
ORD000130,CUST00999,2024-06-11,Home,Chair,3,4792.22,14376.66,0.0,14376.66,UPI,Delivered,1.0
ORD000131,CUST00274,2023-02-21,Home,Rug,1,8189.65,8189.65,15.0,6961.2,Net Banking,Delivered,4.0
ORD000132,CUST00255,2023-11-17,Clothing,Shirt,5,4160.65,20803.25,0.0,20803.25,Debit Card,Delivered,5.0
ORD000133,CUST00479,2023-01-24,Books,Fiction,4,1342.8,5371.2,5.0,5102.64,Net Banking,Delivered,2.0
ORD000134,CUST00221,2023-10-16,Books,Magazine,1,658.76,658.76,0.0,658.76,Net Banking,Delivered,1.0
ORD000135,CUST00868,2024-01-10,Electronics,Headphones,3,22001.65,66004.95,0.0,66004.95,UPI,Shipped,
ORD000136,CUST00053,2024-07-20,Books,Magazine,3,930.36,2791.08,5.0,2651.53,Net Banking,Delivered,5.0
ORD000137,CUST00287,2023-05-12,Books,Textbook,1,1084.52,1084.52,0.0,1084.52,Net Banking,Returned,
ORD000138,CUST00348,2023-07-23,Books,Comics,2,1420.63,2841.26,5.0,2699.2,Net Banking,Delivered,1.0
ORD000139,CUST00040,2024-06-15,Electronics,Smartwatch,4,35908.72,143634.88,15.0,122089.65,COD,Delivered,2.0
ORD000140,CUST00336,2024-09-23,Books,Textbook,4,614.09,2456.36,5.0,2333.54,UPI,Shipped,
ORD000141,CUST00520,2023-11-03,Books,Non-Fiction,5,892.04,4460.2,0.0,4460.2,Credit Card,Delivered,1.0
ORD000142,CUST00427,2024-09-03,Books,Magazine,1,599.98,599.98,5.0,569.98,COD,Delivered,1.0
ORD000143,CUST00598,2024-01-25,Books,Fiction,5,421.67,2108.35,0.0,2108.35,Debit Card,Delivered,1.0
ORD000144,CUST00196,2023-06-05,Electronics,Laptop,4,22499.1,89996.4,0.0,89996.4,Debit Card,Delivered,5.0
ORD000145,CUST00943,2024-12-23,Books,Fiction,1,1334.66,1334.66,5.0,1267.93,Debit Card,Delivered,4.0
ORD000146,CUST00539,2024-04-15,Home,Chair,2,10098.83,20197.66,5.0,19187.78,UPI,Cancelled,
ORD000147,CUST00693,2024-09-16,Sports,Bicycle,3,13080.99,39242.97,0.0,39242.97,Debit Card,Delivered,3.0
ORD000148,CUST00231,2024-12-07,Clothing,Shoes,2,3970.28,7940.56,0.0,7940.56,UPI,Shipped,
ORD000149,CUST00574,2024-08-10,Sports,Dumbbells,1,4465.13,4465.13,15.0,3795.36,Net Banking,Delivered,4.0
ORD000150,CUST00839,2023-10-25,Home,Table,2,28683.66,57367.32,0.0,57367.32,Credit Card,Delivered,4.0
ORD000151,CUST00672,2023-07-26,Clothing,Jacket,2,3863.02,7726.04,15.0,6567.13,UPI,Shipped,
ORD000152,CUST00713,2024-08-23,Clothing,Jacket,5,1117.73,5588.65,5.0,5309.22,Credit Card,Delivered,5.0
ORD000153,CUST00232,2024-02-28,Sports,Cricket Bat,1,3876.13,3876.13,0.0,3876.13,Net Banking,Delivered,2.0
ORD000154,CUST00006,2024-02-21,Books,Comics,2,1471.28,2942.56,0.0,2942.56,Net Banking,Delivered,2.0
ORD000155,CUST00775,2023-04-02,Clothing,Shoes,1,1945.25,1945.25,5.0,1847.99,Debit Card,Delivered,1.0
ORD000156,CUST00936,2023-02-07,Clothing,Shirt,2,2380.48,4760.96,10.0,4284.86,Net Banking,Returned,
ORD000157,CUST00191,2023-02-08,Sports,Dumbbells,3,14450.91,43352.73,5.0,41185.09,COD,Delivered,3.0
ORD000158,CUST00292,2024-06-20,Home,Rug,5,29683.88,148419.4,15.0,126156.49,Debit Card,Delivered,4.0
ORD000159,CUST00280,2023-06-16,Clothing,Jeans,3,4139.66,12418.98,10.0,11177.08,UPI,Shipped,
ORD000160,CUST00015,2024-08-04,Sports,Dumbbells,3,5388.13,16164.39,0.0,16164.39,Debit Card,Delivered,4.0
ORD000161,CUST00847,2024-02-15,Home,Lamp,1,15943.14,15943.14,20.0,12754.51,Debit Card,Delivered,4.0
ORD000162,CUST00332,2023-08-30,Clothing,Dress,4,530.74,2122.96,20.0,1698.37,UPI,Delivered,3.0
ORD000163,CUST00597,2024-10-31,Sports,Dumbbells,3,8806.72,26420.16,0.0,26420.16,Debit Card,Delivered,1.0
ORD000164,CUST00477,2024-12-21,Clothing,Shoes,5,1218.73,6093.65,5.0,5788.97,Credit Card,Shipped,
ORD000165,CUST00964,2023-08-13,Clothing,Shoes,2,2153.95,4307.9,0.0,4307.9,Net Banking,Returned,
ORD000166,CUST00766,2024-04-27,Books,Textbook,5,685.71,3428.55,10.0,3085.7,Debit Card,Shipped,
ORD000167,CUST00697,2024-06-22,Sports,Bicycle,1,9139.31,9139.31,0.0,9139.31,UPI,Delivered,5.0
ORD000168,CUST00115,2023-07-27,Electronics,Smartphone,5,41575.68,207878.4,0.0,207878.4,Debit Card,Delivered,5.0
ORD000169,CUST00453,2024-05-15,Electronics,Headphones,5,34270.53,171352.65,0.0,171352.65,COD,Delivered,1.0
ORD000170,CUST00465,2024-07-31,Electronics,Smartwatch,4,26051.79,104207.16,5.0,98996.8,Net Banking,Delivered,3.0
ORD000171,CUST00741,2023-08-12,Electronics,Laptop,1,20280.68,20280.68,0.0,20280.68,Credit Card,Delivered,1.0
ORD000172,CUST00555,2024-04-28,Electronics,Smartphone,1,46781.47,46781.47,0.0,46781.47,Net Banking,Delivered,2.0
ORD000173,CUST00785,2024-01-19,Sports,Cricket Bat,4,14685.83,58743.32,0.0,58743.32,Net Banking,Returned,
ORD000174,CUST00940,2023-05-17,Home,Chair,5,11893.72,59468.6,0.0,59468.6,UPI,Delivered,5.0
ORD000175,CUST00403,2023-01-04,Books,Non-Fiction,2,365.55,731.1,0.0,731.1,UPI,Shipped,
ORD000176,CUST00737,2023-08-24,Books,Comics,4,751.37,3005.48,0.0,3005.48,UPI,Delivered,2.0
ORD000177,CUST00960,2024-11-07,Sports,Dumbbells,1,11599.6,11599.6,0.0,11599.6,Credit Card,Delivered,1.0
ORD000178,CUST00104,2024-11-19,Books,Textbook,5,243.65,1218.25,0.0,1218.25,Credit Card,Shipped,
ORD000179,CUST00046,2023-08-11,Home,Chair,5,13729.92,68649.6,0.0,68649.6,Credit Card,Shipped,
ORD000180,CUST00297,2023-11-23,Clothing,Dress,5,4171.04,20855.2,0.0,20855.2,UPI,Delivered,2.0
ORD000181,CUST00677,2023-10-09,Books,Non-Fiction,3,487.36,1462.08,15.0,1242.77,COD,Delivered,2.0
ORD000182,CUST00642,2023-02-18,Sports,Football,4,6694.41,26777.64,10.0,24099.88,Net Banking,Returned,
ORD000183,CUST00327,2023-11-04,Sports,Yoga Mat,2,6536.71,13073.42,0.0,13073.42,COD,Delivered,2.0
ORD000184,CUST00308,2023-03-01,Sports,Yoga Mat,4,2593.1,10372.4,5.0,9853.78,Net Banking,Delivered,2.0
ORD000185,CUST00398,2024-10-24,Clothing,Dress,3,1647.48,4942.44,10.0,4448.2,Net Banking,Delivered,1.0
ORD000186,CUST00549,2023-10-02,Sports,Dumbbells,1,12526.39,12526.39,5.0,11900.07,COD,Delivered,1.0
ORD000187,CUST00193,2023-08-11,Sports,Bicycle,5,9019.96,45099.8,0.0,45099.8,UPI,Delivered,1.0
ORD000188,CUST00217,2024-05-05,Clothing,Jeans,1,4829.35,4829.35,10.0,4346.42,COD,Cancelled,
ORD000189,CUST00407,2024-01-25,Clothing,Dress,3,2984.36,8953.08,0.0,8953.08,UPI,Delivered,3.0
ORD000190,CUST00526,2023-11-24,Books,Fiction,4,805.81,3223.24,0.0,3223.24,UPI,Cancelled,
ORD000191,CUST00047,2023-01-17,Books,Magazine,2,1323.31,2646.62,5.0,2514.29,COD,Delivered,4.0
ORD000192,CUST00303,2024-01-24,Electronics,Smartwatch,2,10452.64,20905.28,0.0,20905.28,Debit Card,Delivered,3.0
ORD000193,CUST00264,2024-04-16,Sports,Bicycle,4,12413.08,49652.32,0.0,49652.32,UPI,DELIVERED,5.0
ORD000194,CUST00501,2024-10-19,Clothing,Shirt,5,4626.05,23130.25,0.0,23130.25,COD,Returned,
ORD000195,CUST00868,2023-01-07,Electronics,Tablet,1,47303.26,47303.26,0.0,47303.26,Debit Card,Delivered,2.0
ORD000196,CUST00010,2023-03-03,Clothing,Jeans,3,2775.8,8327.4,15.0,7078.29,COD,Delivered,4.0
ORD000197,CUST00017,2023-01-13,Electronics,Laptop,4,26984.85,107939.4,5.0,102542.43,UPI,Delivered,3.0
ORD000198,CUST00018,2023-07-03,Books,Non-Fiction,4,1257.1,5028.4,5.0,4776.98,Credit Card,Delivered,2.0
ORD000199,CUST00197,2023-10-01,Books,Textbook,3,884.39,2653.17,0.0,2653.17,Credit Card,Shipped,
ORD000200,CUST00416,2023-11-04,Home,Rug,2,17385.06,34770.12,5.0,33031.61,Credit Card,Delivered,1.0
ORD000201,CUST00096,2024-05-02,Home,Chair,5,11998.66,59993.3,10.0,53993.97,Credit Card,Delivered,1.0
ORD000202,CUST00512,2024-08-02,Home,Lamp,3,19702.31,59106.93,15.0,50240.89,Credit Card,Returned,
ORD000203,CUST00942,2024-05-01,Electronics,Smartphone,5,12104.51,60522.55,5.0,57496.42,Credit Card,Delivered,3.0
ORD000204,CUST00921,2023-07-03,Books,Comics,1,932.56,932.56,0.0,932.56,UPI,Cancelled,
ORD000205,CUST00213,2023-03-20,Books,Magazine,4,387.45,1549.8,0.0,1549.8,COD,Delivered,4.0
ORD000206,CUST00694,2024-12-06,Books,Comics,2,631.25,1262.5,10.0,1136.25,COD,Shipped,
ORD000207,CUST00355,2023-03-19,Electronics,Smartphone,2,5606.14,11212.28,20.0,8969.82,COD,Delivered,4.0
ORD000208,CUST00993,2024-04-06,Sports,Bicycle,3,5232.46,15697.38,5.0,14912.51,UPI,Delivered,4.0
ORD000209,CUST00443,2023-03-29,Clothing,Shirt,4,3558.63,14234.52,10.0,12811.07,UPI,Shipped,
ORD000210,CUST00731,2024-01-25,Electronics,Tablet,2,4836.27,9672.54,10.0,8705.29,Debit Card,Shipped,
ORD000211,CUST00325,2023-11-12,Home,Table,1,4089.98,4089.98,0.0,4089.98,UPI,Delivered,1.0
ORD000212,CUST00192,2024-06-08,Home,Lamp,5,14016.47,70082.35,0.0,70082.35,Credit Card,Delivered,5.0
ORD000213,CUST00096,2024-01-30,Books,Textbook,3,977.46,2932.38,0.0,2932.38,Net Banking,Delivered,1.0
ORD000214,CUST00743,2024-08-08,Books,Comics,2,1376.77,2753.54,0.0,2753.54,Net Banking,Delivered,3.0
ORD000215,CUST00309,2023-06-21,Clothing,Jacket,1,2719.06,2719.06,0.0,2719.06,Net Banking,Delivered,1.0
ORD000216,CUST00370,2024-08-31,Clothing,Jacket,4,4749.0,18996.0,0.0,18996.0,Net Banking,Delivered,3.0
ORD000217,CUST00007,2024-01-25,Home,Chair,5,10634.3,53171.5,0.0,53171.5,UPI,Shipped,
ORD000218,CUST00441,2023-11-04,Sports,Cricket Bat,2,14626.27,29252.54,0.0,29252.54,Debit Card,Delivered,2.0
ORD000219,CUST00988,2024-12-12,Home,Chair,3,29093.03,87279.09,10.0,78551.18,COD,Delivered,3.0
ORD000220,CUST00386,2024-01-09,Clothing,Jacket,4,4174.23,16696.92,0.0,16696.92,COD,Delivered,5.0
ORD000221,CUST00185,2024-04-17,Sports,Football,1,11630.46,11630.46,0.0,11630.46,Debit Card,Cancelled,
ORD000222,CUST00299,2024-11-20,Sports,Yoga Mat,4,1502.8,6011.2,0.0,6011.2,UPI,Delivered,2.0
ORD000223,CUST00733,2024-04-04,Home,Lamp,1,23883.23,23883.23,5.0,22689.07,Net Banking,Returned,
