order_id,order_date,customer_name,city,customer_type,product_name,category,quantity,total_amount,status
6,28-12-2025,Customer_38,Pune,VIP,Microwave,Electronics,4,10687.08,Completed
6,28-12-2025,Customer_38,Pune,VIP,Novel,Clothing,4,10687.08,Completed
6,28-12-2025,Customer_38,Pune,VIP,Textbook,Sports,4,10687.08,Completed
6,28-12-2025,Customer_38,Pune,VIP,Football,Books,4,10687.08,Completed
6,28-12-2025,Customer_38,Pune,VIP,Yoga Mat,Electronics,4,10687.08,Completed
6,28-12-2025,Customer_38,Pune,VIP,Watch,Books,4,10687.08,Completed
6,28-12-2025,Customer_38,Pune,VIP,Sunglasses,Home & Kitchen,4,10687.08,Completed
6,28-12-2025,Customer_38,Pune,VIP,Backpack,Sports,4,10687.08,Completed
6,28-12-2025,Customer_38,Pune,VIP,Shoes,Electronics,4,10687.08,Completed
7,06-02-2026,Customer_48,Mumbai,Premium,Laptop,Electronics,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Smartphone,Sports,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Headphones,Books,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,T-Shirt,Clothing,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Jeans,Books,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Blender,Clothing,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Microwave,Electronics,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Novel,Clothing,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Textbook,Sports,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Football,Books,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Yoga Mat,Electronics,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Watch,Books,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Sunglasses,Home & Kitchen,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Backpack,Sports,2,5641.92,Cancelled
7,06-02-2026,Customer_48,Mumbai,Premium,Shoes,Electronics,2,5641.92,Cancelled
8,29-11-2025,Customer_29,Delhi,Regular,Laptop,Electronics,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Smartphone,Sports,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Headphones,Books,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,T-Shirt,Clothing,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Jeans,Books,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Blender,Clothing,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Microwave,Electronics,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Novel,Clothing,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Textbook,Sports,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Football,Books,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Yoga Mat,Electronics,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Watch,Books,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Sunglasses,Home & Kitchen,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Backpack,Sports,4,2328.28,Pending
8,29-11-2025,Customer_29,Delhi,Regular,Shoes,Electronics,4,2328.28,Pending
9,07-12-2025,Customer_30,Pune,Premium,Laptop,Electronics,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Smartphone,Sports,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Headphones,Books,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,T-Shirt,Clothing,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Jeans,Books,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Blender,Clothing,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Microwave,Electronics,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Novel,Clothing,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Textbook,Sports,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Football,Books,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Yoga Mat,Electronics,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Watch,Books,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Sunglasses,Home & Kitchen,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Backpack,Sports,2,5343.54,Pending
9,07-12-2025,Customer_30,Pune,Premium,Shoes,Electronics,2,5343.54,Pending
10,11-11-2025,Customer_32,Chennai,Premium,Laptop,Electronics,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Smartphone,Sports,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Headphones,Books,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,T-Shirt,Clothing,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Jeans,Books,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Blender,Clothing,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Microwave,Electronics,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Novel,Clothing,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Textbook,Sports,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Football,Books,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Yoga Mat,Electronics,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Watch,Books,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Sunglasses,Home & Kitchen,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Backpack,Sports,3,12485.64,Cancelled
10,11-11-2025,Customer_32,Chennai,Premium,Shoes,Electronics,3,12485.64,Cancelled
11,18-12-2025,Customer_43,Delhi,Premium,Laptop,Electronics,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Smartphone,Sports,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Headphones,Books,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,T-Shirt,Clothing,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Jeans,Books,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Blender,Clothing,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Microwave,Electronics,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Novel,Clothing,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Textbook,Sports,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Football,Books,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Yoga Mat,Electronics,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Watch,Books,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Sunglasses,Home & Kitchen,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Backpack,Sports,4,5327.84,Pending
11,18-12-2025,Customer_43,Delhi,Premium,Shoes,Electronics,4,5327.84,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Laptop,Electronics,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Smartphone,Sports,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Headphones,Books,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,T-Shirt,Clothing,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Jeans,Books,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Blender,Clothing,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Microwave,Electronics,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Novel,Clothing,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Textbook,Sports,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Football,Books,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Yoga Mat,Electronics,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Watch,Books,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Sunglasses,Home & Kitchen,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Backpack,Sports,5,14104.8,Pending
12,18-12-2025,Customer_20,Bangalore,Premium,Shoes,Electronics,5,14104.8,Pending
13,03-12-2025,Customer_46,Mumbai,Regular,Laptop,Electronics,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Smartphone,Sports,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Headphones,Books,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,T-Shirt,Clothing,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Jeans,Books,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Blender,Clothing,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Microwave,Electronics,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Novel,Clothing,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Textbook,Sports,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Football,Books,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Yoga Mat,Electronics,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Watch,Books,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Sunglasses,Home & Kitchen,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Backpack,Sports,3,14196.18,Completed
13,03-12-2025,Customer_46,Mumbai,Regular,Shoes,Electronics,3,14196.18,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Laptop,Electronics,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Smartphone,Sports,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Headphones,Books,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,T-Shirt,Clothing,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Jeans,Books,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Blender,Clothing,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Microwave,Electronics,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Novel,Clothing,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Textbook,Sports,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Football,Books,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Yoga Mat,Electronics,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Watch,Books,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Sunglasses,Home & Kitchen,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Backpack,Sports,4,15507.92,Completed
14,16-01-2026,Customer_9,Delhi,VIP,Shoes,Electronics,4,15507.92,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Laptop,Electronics,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Smartphone,Sports,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Headphones,Books,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,T-Shirt,Clothing,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Jeans,Books,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Blender,Clothing,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Microwave,Electronics,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Novel,Clothing,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Textbook,Sports,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Football,Books,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Yoga Mat,Electronics,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Watch,Books,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Sunglasses,Home & Kitchen,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Backpack,Sports,1,582.07,Completed
15,21-11-2025,Customer_16,Delhi,Premium,Shoes,Electronics,1,582.07,Completed
16,17-11-2025,Customer_32,Chennai,Premium,Laptop,Electronics,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Smartphone,Sports,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Headphones,Books,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,T-Shirt,Clothing,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Jeans,Books,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Blender,Clothing,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Microwave,Electronics,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Novel,Clothing,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Textbook,Sports,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Football,Books,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Yoga Mat,Electronics,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Watch,Books,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Sunglasses,Home & Kitchen,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Backpack,Sports,5,19937.85,Pending
16,17-11-2025,Customer_32,Chennai,Premium,Shoes,Electronics,5,19937.85,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Laptop,Electronics,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Smartphone,Sports,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Headphones,Books,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,T-Shirt,Clothing,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Jeans,Books,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Blender,Clothing,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Microwave,Electronics,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Novel,Clothing,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Textbook,Sports,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Football,Books,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Yoga Mat,Electronics,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Watch,Books,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Sunglasses,Home & Kitchen,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Backpack,Sports,1,1331.96,Pending
17,30-12-2025,Customer_26,Chennai,VIP,Shoes,Electronics,1,1331.96,Pending
18,21-11-2025,Customer_47,Pune,Premium,Laptop,Electronics,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Smartphone,Sports,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Headphones,Books,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,T-Shirt,Clothing,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Jeans,Books,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Blender,Clothing,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Microwave,Electronics,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Novel,Clothing,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Textbook,Sports,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Football,Books,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Yoga Mat,Electronics,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Watch,Books,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Sunglasses,Home & Kitchen,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Backpack,Sports,4,18928.24,Pending
18,21-11-2025,Customer_47,Pune,Premium,Shoes,Electronics,4,18928.24,Pending
19,14-12-2025,Customer_13,Hyderabad,Regular,Laptop,Electronics,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Smartphone,Sports,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Headphones,Books,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,T-Shirt,Clothing,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Jeans,Books,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Blender,Clothing,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Microwave,Electronics,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Novel,Clothing,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Textbook,Sports,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Football,Books,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Yoga Mat,Electronics,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Watch,Books,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Sunglasses,Home & Kitchen,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Backpack,Sports,3,7112.01,Completed
19,14-12-2025,Customer_13,Hyderabad,Regular,Shoes,Electronics,3,7112.01,Completed
20,30-12-2025,Customer_12,Delhi,Regular,Laptop,Electronics,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Smartphone,Sports,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Headphones,Books,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,T-Shirt,Clothing,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Jeans,Books,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Blender,Clothing,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Microwave,Electronics,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Novel,Clothing,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Textbook,Sports,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Football,Books,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Yoga Mat,Electronics,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Watch,Books,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Sunglasses,Home & Kitchen,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Backpack,Sports,2,1164.14,Pending
20,30-12-2025,Customer_12,Delhi,Regular,Shoes,Electronics,2,1164.14,Pending
21,06-12-2025,Customer_46,Mumbai,Regular,Laptop,Electronics,3,11630.94,Completed
21,06-12-2025,Customer_46,Mumbai,Regular,Smartphone,Sports,3,11630.94,Completed
21,06-12-2025,Customer_46,Mumbai,Regular,Headphones,Books,3,11630.94,Completed
21,06-12-2025,Customer_46,Mumbai,Regular,T-Shirt,Clothing,3,11630.94,Completed
21,06-12-2025,Customer_46,Mumbai,Regular,Jeans,Books,3,11630.94,Completed
21,06-12-2025,Customer_46,Mumbai,Regular,Blender,Clothing,3,11630.94,Completed
