customer_id,Total,transaction_id
3a02edd6-3c2c-422b-b9ec-5b67da6a0b97,15753.06,13
17a77b51-51fb-4a1a-8514-d869c2714cc5,15734.23,19
4d757ca7-7eff-4db8-a861-f7446cda908a,15715.18,14
fb49f49d-b31b-47e7-bcbd-cd3415ca7af4,15689.16,21
48405c0e-84f6-41d1-bde3-0ad2511dd911,15632.26,21
fcfa41e3-4c77-4483-a7db-bf9b1810f021,15592.999415496352,10
37d6e156-8809-40ca-a37d-557e35ba5dd3,15575.8,19
971f0582-a824-43ce-9767-062bb4c42681,15571.05,10
c8d95aac-6746-4196-8225-189a818260c4,15568.21,8
106b91ed-587c-4007-a6c6-aa23d47b7190,15564.75853451957,11
4c8ac31d-14e7-4821-b728-b90a2b9a29fe,15561.550000000001,16
6852f4dd-a4ed-4fa9-9ae7-d3d023a18a8e,15558.220000000001,16
3bd7e2e6-f681-4f50-aa5c-2a4ca9cfb90f,15548.25,17
fb94973c-eba2-4c86-a94d-ee97d354d5b2,15517.63,12
426e0c42-3382-4ed7-b527-375f073cd0bd,15492.65,21
ee0e9368-11e4-467a-9f68-cce203fe24ea,15436.5,10
44d68a31-e259-4a6d-876d-0c66f629f124,15412.97111722155,15
34765b12-175d-435c-ab1d-b8bf124a4bc3,15403.57,18
fdca26a8-5143-415d-9897-1a9cf8f4f67a,15388.67,18
27208900-3055-4662-a088-959968b7c274,15384.99,7
f62de030-c8bc-448d-a7ac-f3c6114e2a6f,15380.77,14
d2fdc2f5-e605-4263-ac0e-7b51f5712b0d,15373.84,24
7af821d6-e33c-4e86-9001-4d648b11ddca,15319.51,18
c1b187ea-9992-466f-ab46-9a521149e27e,15314.493949577869,11
0aa4c176-d959-4620-869c-fc63896cb52c,15304.289999999999,18
0cdcbb92-e148-460d-bc54-ae371d115f01,15290.9,14
de2ed67c-89bc-4d87-ac9c-95fe2627f65b,15242.949999999999,12
9569e4fc-c30c-4626-9ef2-bb57cf53b26a,15228.33,15
6b21e2f1-6fbf-45a7-9792-982b1c87186b,15209.630000000001,18
27810953-cb07-4811-92ff-760a913753c1,15204.582165177526,21
789a6696-d1a0-4a2b-a27b-de1c6e9ec000,15157.630000000001,7
c8e7bf8e-31af-4324-a58d-1cbab49c4919,15148.8,20
8757bdce-d8a2-4e8e-a669-d18f88e7b809,15133.44,14
4a361473-ea59-4a96-9464-f4a1bd21d2b0,15132.12,10
3c13602a-a855-4dbc-88dc-aa34e85b7c22,15127.439999999999,11
967d24b7-687d-4e2e-b8cf-9214e9e0f01e,15117.17,13
a0f3977f-3877-4fc6-937d-7130d1f05138,15075.02,18
9e039bc8-48a1-49a0-9fbf-284bbedada3b,15057.289999999999,14
9f1a8d27-bfeb-477f-bb2b-96e42f827943,15001.5,9
f3f8d42e-eb7b-49df-aeb0-272264ae642e,14979.44,21
08ccda6f-fcbc-449d-8564-a17012c05e55,14973.24,21
b9a898f1-cdb0-46d0-b0bc-1988d0b8d623,14956.65,9
ebcc39bd-ecf3-4018-bd18-052cf5e1b9ef,14956.31,19
7de0a84e-25d6-4332-b2fd-3ad963c9c3c7,14953.56,14
4990193e-6429-4479-bf56-8489dcba9deb,14919.1,15
aa14fc68-75d3-430c-bb79-32c71f6d3873,14877.65,18
e3520dcf-b914-4980-98a7-ee3651d9de18,14861.82,14
181c43d0-3a1e-4a6e-8a35-651c44ebc4db,14817.16,19
342c21a2-0da9-4050-89d8-baf305ad94b8,14808.05,10
f02bf901-2e80-4b7c-a9a7-d12054fbe974,14801.22,19
7719a178-05f2-42dd-9b81-f800c3afb00d,14791.279999999999,15
630fcb5a-c6eb-42ec-bc6f-de49b81e371d,14697.98,15
427e13c5-65f8-49ef-b350-aa8717facd3b,14665.199999999999,1
5df33581-6b7e-429d-841b-013a4874c93d,14646.92,12
558144b2-d625-43dc-9f9e-433af292448b,14620.550000000001,12
93ceb59f-93a3-4fc9-a5e3-1c8758fb6c25,14573.78,18
b1cfc6e2-9171-4638-8cdd-2ea9143f4b20,14571.47,19
bb1744f4-431f-4ba0-b42a-5321a8c36ffb,14569.856363024792,14
19acd56f-b4eb-4f07-bcc0-bfd141d0e2ab,14503.95,11
ff48547c-734b-48b8-90bd-8cb2abff2c23,14455.08,16
f280885f-6403-420d-86c2-4ab76ee41b10,14445.8,17
a3610b88-347e-4b84-b3e3-8d38668bc886,14433.4,11
470722bc-a95a-4a5c-9c7f-aaaa61c67c66,14420.55,11
63e0f99b-e2bb-4c78-a059-ef0661df940b,14403.1,14
cb0421cf-28c2-424b-a979-f24317e22c0f,14400.42,12
53c97098-db27-4817-9f31-cd597d0eec93,14400.15,14
424ebf51-8a44-499d-86b7-f99b37cdc3be,14395.74,14
f63d84bd-b218-44a4-8235-aefdff36c33d,14375.2,12
a200e188-fa66-4743-9dc5-77bd5c51752c,14363.81,19
0ebe2c1d-dbed-4c5d-ae74-49fb9f977f24,14344.630000000001,9
ae916ce8-11b7-4724-a318-da5512dcd004,14342.519999999999,7
8a94baee-7219-4b80-95ba-222e8aa41555,14310.96,14
cd97dfe6-1563-49c2-9129-e98c20eaf952,14274.03,18
723e7dd9-698c-4f31-bdac-0fc18edac487,14238.93,10
36cf262d-feda-4df0-9f17-86f7f037322c,14232.050000000001,14
91260630-cffb-499a-9335-99bda646ef24,14228.69,16
55c5c37f-cb2b-4352-83fc-f7659efa93ac,14217.429465524563,15
21ad7284-c8d7-4e3a-b446-0ac6efae009b,14210.29,14
794830d5-81f1-48d7-b923-31bc6c6a6945,14186.779999999999,11
5af32255-3ba4-4aff-a73d-ebe460aa24ba,14169.36,15
b4f8191d-a598-44dd-90e9-b6f169992dd5,14161.34,11
6e7d8eae-ffa5-4df9-b4cc-1ffc8d3b7a82,14144.83,14
a3f9a48e-b2f2-4228-b827-dea4411e7762,14110.82,4
e9848049-323f-4f95-a26e-3cffc219d591,14069.46,17
e8359da9-2edd-435b-9642-5f08a8038ead,14060.64,12
020938b1-a5bb-4391-822f-d38b45f34e3e,14048.247636295206,17
9333adba-89a9-44c5-8b99-6c0dd2be2097,14043.41,7
5217ca15-9ea8-4850-9740-6aca4fa17ae0,14041.529999999999,15
a645428d-557c-4df2-a37d-90ec6ebbd7fb,14003.24,23
d19846b9-8b19-42ce-a71d-9b2cf4ffb2f0,14002.42,21
65ce7b4a-4ee0-4f08-be79-e9e5d8cf796b,13948.72,11
04021ddd-fb55-467b-894d-b50dafffd067,13912.36,18
424b2dc3-0912-4e02-8588-b0e132334c56,13884.29,17
e091f901-b508-4287-b7a5-569fd35fe02b,13880.62,13
14d3df93-43f9-4cb3-aee2-cb6f73309f5c,13880.3,8
85557366-4ca8-4bcf-80c3-ff3cbbcd702d,13847.9,19
c9d453d9-977e-446b-a37b-2b0bfde1897b,13846.45,15
df1ee9f7-8cff-44eb-bed2-a99c5c2a4870,13822.31,9
129888fc-efbc-4f2b-9f32-5937c56e3e2d,13809.98,10
09c46c01-06a1-4842-981f-de0c4eff1d6d,13800.619999999999,16
7d4c7653-b1b1-4a97-9c15-b7731983310b,13792.94,17
036f83da-2cb0-4a42-93c0-6006523c3870,13785.96,14
822164e3-70f7-40ff-99e6-d0d1c6dc5e62,13776.82,17
bebc51cb-b4e6-4d54-b507-3550205ce64d,13758.64,9
0bba4131-6b3b-43ac-9f49-91947343df5c,13757.47,14
dbe804fb-4056-49d9-9f7e-2f96f3a873d7,13745.78,14
7fcd3f66-dc50-4724-8d2e-c3e43f61c74b,13741.99,15
763562c0-e28a-4859-ac64-c94e94d04bc8,13740.08,9
50062a09-0845-4926-9fee-dab659e4f7e9,13723.310000000001,13
62ffd411-7288-4e79-afba-96dd41648522,13718.83,12
82a0fe9b-dc7a-4419-bd03-15c57037790b,13714.95,9
d94222b4-774d-4463-9f13-0b9f2b7c3716,13706.25,17
1e7dbecf-4f96-4164-b0ff-edcdfa4a4357,13700.619999999999,12
6a17bb86-f876-415b-af4d-1793e02bc17a,13659.48,19
410fdcdc-5f68-4b25-93bd-8612417c9d75,13652.33,13
838f7397-00ec-4e99-a637-76175d975416,13639.34,11
28bbb151-519e-4a18-b9c3-450d4923340c,13639.019999999999,11
68c14858-96a2-4a10-a0d4-abb433ce59cb,13631.869999999999,10
214cfd6d-e5ac-4db4-9e1f-cd692e2ccba6,13618.529999999999,3
b95e1192-b63f-491a-bf1c-5b353c77ef51,13592.09,11
4b7c9b4f-abd7-41d1-818d-be1cda7314b3,13585.64,23
431e3277-ce40-42e9-bd42-ad2d349e41b6,13553.85,12
2769e8f7-eea1-40e7-979b-29078b1d8f6f,13552.4,8
35617e74-0248-4c5f-9428-0d48bc046833,13550.07,13
9bb2627c-b7ab-4e03-9127-cb6f21145445,13534.81,14
3010fe3e-f791-47d4-add2-1da35e890603,13492.02,11
a7eefd35-ca38-4337-9047-9a2dc4fea105,13488.48,11
93f7cf82-ae1d-4a59-a071-82625bd83a59,13480.39,14
d09774b7-1a5c-4bd6-a762-d7003e53e9b4,13450.46,10
27a0d099-4b39-46b1-92e7-f97af48b0170,13442.86,11
251206c0-49d1-49d8-bee8-e547ac398691,13430.11,19
2aa2356e-e3d8-4595-a121-90f95ced0252,13416.25,7
be6b22b7-1f1b-4dcf-a89b-9b075f27260a,13384.32,12
51ea80cb-8620-4cdf-be0c-a92f16b40bfa,13379.67,10
73f40eea-e985-4500-b9a9-6d2e77e2d4af,13379.099999633707,6
40b7f601-84af-4b94-b489-2e1339df846c,13353.060000000001,18
62477cab-c9db-4095-afba-d947f8c6f693,13351.82,8
b0f6364d-d980-4ddf-a142-8cd14123d788,13350.65,14
82ffd869-ec5a-4cf2-9cdf-8734ad34710c,13336.550000000001,19
77da6294-6c03-4404-b176-3e146e8c30b6,13334.779999999999,11
22869850-af29-44d4-9f6f-5ea4d941dfa1,13330.02,14
7335aec1-1e18-4e6f-98ba-13f2a1085647,13316.48,15
dc3bef38-814f-4aa1-a9aa-e806ec51c408,13313.84,19
be8f0912-55f5-4547-a126-cb2eecdc2361,13313.81,11
87d04e00-e831-4ccc-bd36-df7564979e7a,13271.61,7
8189a117-aeff-4c21-b016-ad5810f26a6b,13257.68,18
a7504151-d146-4af7-990a-d550a34ca3cf,13256.439999999999,14
fb5c00b0-4e1b-40fb-95a1-3015db72bb35,13253.64,19
3d2a8980-557e-42d1-b1ce-207d4ad1e077,13251.47,14
a15b7d17-9655-4d08-b2ca-35471728c318,13241.25,10
fcf5649b-a9dd-44d5-8120-9f02760e7d14,13233.04,11
71118996-c7dc-4376-88c0-5a9978a43fca,13223.76,16
5634f1e2-8892-41b4-87f0-2533a269bf74,13219.65,13
1bc6bbfd-09cf-4d31-9006-3c745a3977b0,13217.880000000001,20
f6caf6b2-6559-4a15-8517-ce8d324ff23e,13205.85,17
a5a50a64-b49d-454b-b287-024a8902985d,13177.8,13
734d51a9-a1b3-4123-873c-301c71d6513f,13131.12,19
728909a5-0c13-445d-8a9e-854a825d0a18,13118.01,12
701c1c5a-434a-4f63-a3cb-0c0ec669827c,13085.97,21
f094a56d-3ac1-4e28-a98b-5a984fd73df9,13078.96,14
ae70670d-35bc-4ecd-8127-2092280b575c,13073.9,16
56a8605b-22c8-44d1-a5ea-5ce90a20a700,13065.2,14
3eda59f9-61b0-42e2-bc2d-f4bda6887ca1,13047.75,10
17f9bd35-273e-4a09-b727-b43c466da58c,13026.28,12
ce70922d-2d4a-45b8-a270-409a98b00caf,13025.24,22
ebd1053c-9347-4cf4-9cc3-d96567393193,13002.520930982231,12
91bc7626-d8e7-4259-a666-5d05f912aa18,13001.84,13
b299b2f4-1599-4048-8696-bb68f425390d,12998.539999999999,20
b6c9c9d6-2f95-44f5-a803-4e43217b2de7,12995.3,12
b6ea8b45-e6ef-4b7b-adca-a0e9b467be09,12993.43467131187,7
94477d39-76a9-4566-bea4-2e53f0041810,12978.46,12
